fight_id,fighter_1,fighter_1_id,fighter_2,fighter_2_id,winner,decision_method,fight_duration_lastrnd,fight_duration_lastrnd_time,time_format,weight_class,date,location
d7cbe2f23d75afd1,Julio Arce,1291edf2d566a71a,Hakeem Dawodu,2c9d00968f818270,Hakeem Dawodu,Decision - Split,3,5:00,3 Rnd (5-5-5),Featherweight Bout,"November 02, 2019","New York City, New York, USA"
f0418c2c989a5cde,Grigorii Popov,d3fa5c5955397532,Davey Grant,113df4fde64735c6,Davey Grant,Decision - Split,3,5:00,3 Rnd (5-5-5),Bantamweight Bout,"November 09, 2019","Moscow, Moscow, Russia"
fc16ccf0994c6e50,Jack Shore,b8a85389d115e35a,Nohelin Hernandez,f97c5433c77522d3,Jack Shore,Submission,3,2:51,3 Rnd (5-5-5),Bantamweight Bout,"September 28, 2019","Copenhagen, Denmark"
18e1b0df8da7010e,Vanessa Melo,9b7dfb3b7d99926a,Tracy Cortez,68d4a891e5cf2029,Tracy Cortez,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,"November 16, 2019","Sao Paulo, Sao Paulo, Brazil"
57ff0eb2351979c4,Khalid Taha,b4537562f88ac582,Bruno Silva,294aa73dbf37d281,Khalid Taha,Submission,3,3:00,3 Rnd (5-5-5),Bantamweight Bout,"October 05, 2019","Melbourne, Victoria, Australia"
1e3d3545b6dd13a7,Daniel Spitz,f86cb5f25d545e0e,Tanner Boser,04c8b08b16a5b99e,Tanner Boser,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Heavyweight Bout,"October 18, 2019","Boston, Massachusetts, USA"
64bee58391921b4b,JJ Aldrich,6fd953151d981979,Lauren Mueller,f923e012414c883e,JJ Aldrich,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,"October 12, 2019","Tampa, Florida, USA"
3d9aeef58dd0b51b,Raphael Pessoa,41f90012b86a11bf,Jeff Hughes,6a11e325aa60ad02,Raphael Pessoa,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Heavyweight Bout,"October 26, 2019","Kallang, Singapore"
115fa6f5f3e51bbb,Julio Arce,1291edf2d566a71a,Julian Erosa,902ec2cc48c8ae8a,Julio Arce,KO/TKO,3,1:49,3 Rnd (5-5-5),Featherweight Bout,"May 18, 2019","Rochester, New York, USA"
82eb6fa58ae52428,Katlyn Chookagian,e872e9a9a902c045,Joanne Calderwood,12f91bfa8f1f723b,Katlyn Chookagian,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,"June 08, 2019","Chicago, Illinois, USA"
a4e210bcdcc1bf5b,Joel Alvarez,58bbef3770bb2dfc,Danilo Belluardo,c3f6db17cea09ca7,Joel Alvarez,KO/TKO,2,2:22,3 Rnd (5-5-5),Lightweight Bout,"June 01, 2019","Stockholm, Sweden"
f81f8cfe30e0a1e9,Deron Winn,483a953b18d73bb3,Eric Spicely,b9664eae2ac75262,Deron Winn,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Middleweight Bout,"June 22, 2019","Greenville, South Carolina, USA"
934b44ddcb3d95e6,Julia Avila,86d9dbe1bfcbade7,Pannie Kianzad,91dac5e69e28d5b5,Julia Avila,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,"July 06, 2019","Las Vegas, Nevada, USA"
9ba051e0f5674108,Maurice Greene,068f8a189a47fea6,Junior Albini,c482c8605455a213,Maurice Greene,KO/TKO,1,3:38,3 Rnd (5-5-5),Heavyweight Bout,"June 29, 2019","Minneapolis, Minnesota, USA"
cfbeeffd65101ae1,Pete Sell,,Joshua Burkman,6da99156486ed6c2,Pete Sell,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Welterweight Bout,"October 25, 2008","Rosemont, Illinois, USA"
567a09fd200cfa05,Gerard Gordeau,,Teila Tuli,,Gerard Gordeau,KO/TKO,1,0:26,No Time Limit,Open Weight Bout,"November 12, 1993","Denver, Colorado, USA"
358468724d7d4322,Benito Lopez,773f7feacf96153e,Vince Morales,37098a6e6c27fb66,Benito Lopez,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Bantamweight Bout,"July 13, 2019","Sacramento, California, USA"
2d2bbc86e941e05c,Kevin Rosier,,Zane Frazier,,Kevin Rosier,KO/TKO,1,4:20,No Time Limit,Open Weight Bout,"November 12, 1993","Denver, Colorado, USA"
ac7ca2ec38b96c1a,Gerard Gordeau,,Kevin Rosier,,Gerard Gordeau,KO/TKO,1,0:59,No Time Limit,Open Weight Bout,"November 12, 1993","Denver, Colorado, USA"
cecdc0da584274b9,Royce Gracie,,Art Jimmerson,,Royce Gracie,Submission,1,2:18,No Time Limit,Open Weight Bout,"November 12, 1993","Denver, Colorado, USA"
ffd16691c4c4aafc,Royce Gracie,,Ken Shamrock,,Royce Gracie,Submission,1,0:57,No Time Limit,Open Weight Bout,"November 12, 1993","Denver, Colorado, USA"
46acd54cc0c905fb,Ken Shamrock,,Patrick Smith,,Ken Shamrock,Submission,1,1:49,No Time Limit,Open Weight Bout,"November 12, 1993","Denver, Colorado, USA"
64139d1d505e46c5,Royce Gracie,,Gerard Gordeau,,Royce Gracie,Submission,1,1:44,No Time Limit,UFC 1 Tournament Title Bout,"November 12, 1993","Denver, Colorado, USA"
00b0796724ec1c09,Jason DeLucia,,Trent Jenkins,,Jason DeLucia,Submission,1,0:52,No Time Limit,Open Weight Bout,"November 12, 1993","Denver, Colorado, USA"
80fd1902547e0744,Spencer Fisher,f34312c2ccfa0e00,Shannon Gugerty,,Spencer Fisher,Submission,3,3:56,3 Rnd (5-5-5),Lightweight Bout,"October 25, 2008","Rosemont, Illinois, USA"
3feb2a8de9cf37da,Thales Leites,cfb65863d5099327,Drew McFedries,,Thales Leites,Submission,1,1:18,3 Rnd (5-5-5),Middleweight Bout,"October 25, 2008","Rosemont, Illinois, USA"
854c64fe481e65ee,Hermes Franca,,Marcus Aurelio,,Hermes Franca,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lightweight Bout,"October 25, 2008","Rosemont, Illinois, USA"
d5a0e8c67ed8abe0,Sean Sherk,029880cdbf5ca089,Tyson Griffin,,Sean Sherk,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lightweight Bout,"October 25, 2008","Rosemont, Illinois, USA"
34d1bfdde8ea3e11,Dan Miller,d0c29452d3272603,Matt Horwich,,Dan Miller,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Middleweight Bout,"October 25, 2008","Rosemont, Illinois, USA"
64da1f4774624b72,Thiago Alves,31ee470ef5dc8d7f,Josh Koscheck,dd37fd509af89f15,Thiago Alves,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Welterweight Bout,"October 25, 2008","Rosemont, Illinois, USA"
27868eac1d141498,Gray Maynard,7d96bc577e5178b2,Rich Clementi,,Gray Maynard,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lightweight Bout,"October 25, 2008","Rosemont, Illinois, USA"
ad63c30e22e63344,Liu Pingyuan,31bbd39c0a075d4e,Jonathan Martinez,f2477cf43c4975cc,Jonathan Martinez,KO/TKO,3,3:54,3 Rnd (5-5-5),Bantamweight Bout,"July 13, 2019","Sacramento, California, USA"
37a8c442fb38db75,Darren Elkins,92a9aa9c93192871,Ryan Hall,8866c6f509c19089,Ryan Hall,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Featherweight Bout,"July 13, 2019","Sacramento, California, USA"
2d42ef44ad2470e1,Livinha Souza,dab8cfbb6b1db10a,Brianna Van Buren,b53c46f613f6f248,Brianna Van Buren,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,"July 13, 2019","Sacramento, California, USA"
af4cbb9072814a86,Junior Dos Santos,63def5a5662a6917,Fabricio Werdum,492b202d2064e7a9,Junior Dos Santos,KO/TKO,1,1:21,3 Rnd (5-5-5),Heavyweight Bout,"October 25, 2008","Rosemont, Illinois, USA"
2281dea0c5903a2f,Anderson Silva,1f454354805b6f75,Patrick Cote,9fa3bd637edd9aa2,Anderson Silva,KO/TKO,3,0:39,5 Rnd (5-5-5-5-5),UFC Middleweight Title Bout,"October 25, 2008","Rosemont, Illinois, USA"
60be02c5566c8348,Julianna Pena,3253b16d38ae087d,Nicco Montano,1de9ad94de18eeaf,Julianna Pena,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,"July 13, 2019","Sacramento, California, USA"
b436dda934059631,Andre Fili,8fd808923cffff82,Sheymon Moraes,0d62719b1dcf7c40,Andre Fili,KO/TKO,1,3:07,3 Rnd (5-5-5),Featherweight Bout,"July 13, 2019","Sacramento, California, USA"
75b1533cc3cafae9,Urijah Faber,78114b7199cef90c,Ricky Simon,5987b2458f4b5290,Urijah Faber,KO/TKO,1,0:46,3 Rnd (5-5-5),Bantamweight Bout,"July 13, 2019","Sacramento, California, USA"
9b0de83b4e504bf6,Marvin Vettori,7acbb0972e75281a,Cezar Ferreira,dbc17725b887860a,Marvin Vettori,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Middleweight Bout,"July 13, 2019","Sacramento, California, USA"
aa6a9aeeb45577d4,Mike Rodriguez,18b602842a24f7c5,John Allan,6ebe96a116e79e52,NC,Overturned,3,5:00,3 Rnd (5-5-5),Light Heavyweight Bout,"July 13, 2019","Sacramento, California, USA"
a7cf716f5d73b558,Karl Roberson,37d5b176d438d2a5,Wellington Turman,4dcfb28c011c11b2,Karl Roberson,Decision - Split,3,5:00,3 Rnd (5-5-5),Middleweight Bout,"July 13, 2019","Sacramento, California, USA"
138cb102906573f2,Josh Emmett,fba03cd6cc28dc41,Mirsad Bektic,cbd3e590a85b18c5,Josh Emmett,KO/TKO,1,4:25,3 Rnd (5-5-5),Featherweight Bout,"July 13, 2019","Sacramento, California, USA"
edc87836fd998929,Germaine de Randamie,1d239d571e342453,Aspen Ladd,d4691518d012b9e7,Germaine de Randamie,KO/TKO,1,0:16,5 Rnd (5-5-5-5-5),Women's Bantamweight Bout,"July 13, 2019","Sacramento, California, USA"
f6a03399c7a721cd,Ismail Naurdiev,6a96ad1bc34fb113,Chance Rencountre,1ddb480b601cefb1,Chance Rencountre,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Welterweight Bout,"July 06, 2019","Las Vegas, Nevada, USA"
e9f00c16810e0e61,Edmen Shahbazyan,4144798612ef96e5,Jack Marshman,045f25b3a4c08e81,Edmen Shahbazyan,Submission,1,1:12,3 Rnd (5-5-5),Middleweight Bout,"July 06, 2019","Las Vegas, Nevada, USA"
00f4b6184f6315d0,Alejandro Perez,80daefbed11ce998,Song Yadong,efb96bf3e9ada36f,Song Yadong,KO/TKO,1,2:04,3 Rnd (5-5-5),Bantamweight Bout,"July 06, 2019","Las Vegas, Nevada, USA"
7fe0cec2b0f1c146,Claudia Gadelha,ec34349e7dffcde7,Randa Markos,4a57ebb14315b251,Claudia Gadelha,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,"July 06, 2019","Las Vegas, Nevada, USA"
7dc551f8153bd053,Marlon Vera,7c7332319c14094c,Nohelin Hernandez,f97c5433c77522d3,Marlon Vera,Submission,2,3:25,3 Rnd (5-5-5),Bantamweight Bout,"July 06, 2019","Las Vegas, Nevada, USA"
c48af5eafb532d0a,Gilbert Melendez,aa5b4eff51bdc7d1,Arnold Allen,040a74bb0a465c54,Arnold Allen,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Featherweight Bout,"July 06, 2019","Las Vegas, Nevada, USA"
feaffeb1af7e82ef,Diego Sanchez,82e7929bf6c2b689,Michael Chiesa,c58f51dedb310998,Michael Chiesa,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Welterweight Bout,"July 06, 2019","Las Vegas, Nevada, USA"
70af72a72b31fe4d,Jorge Masvidal,47b9e0e7703a4868,Ben Askren,0b31f87be71ebbb1,Jorge Masvidal,KO/TKO,1,0:05,3 Rnd (5-5-5),Welterweight Bout,"July 06, 2019","Las Vegas, Nevada, USA"
531d9676d767da66,Jan Blachowicz,99df7d0a2a08a8a8,Luke Rockhold,00e11b5c8b7bfeeb,Jan Blachowicz,KO/TKO,2,1:39,3 Rnd (5-5-5),Light Heavyweight Bout,"July 06, 2019","Las Vegas, Nevada, USA"
3f8c6e31ebbe54bc,Jared Gordon,7026eca45f65377b,Dan Moret,66e98b3bb5fc5250,Jared Gordon,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lightweight Bout,"June 29, 2019","Minneapolis, Minnesota, USA"
e460bf4db340ca9e,Emily Whitmire,b3d21b2610dcfaeb,Amanda Ribas,beecb672a279223e,Amanda Ribas,Submission,2,2:10,3 Rnd (5-5-5),Women's Strawweight Bout,"June 29, 2019","Minneapolis, Minnesota, USA"
7ce7075951c9aa31,Dalcha Lungiambula,ce632027bf2a871b,Dequan Townsend,3f7dab21b6c971bc,Dalcha Lungiambula,KO/TKO,3,0:42,3 Rnd (5-5-5),Light Heavyweight Bout,"June 29, 2019","Minneapolis, Minnesota, USA"
69c06be4f87ccdab,Amanda Nunes,80fa8218c99f9c58,Holly Holm,634e2fb70bde3fd5,Amanda Nunes,KO/TKO,1,4:10,5 Rnd (5-5-5-5-5),UFC Women's Bantamweight Title Bout,"July 06, 2019","Las Vegas, Nevada, USA"
c0982b3919cc74f0,Eryk Anders,cad24459b28592ca,Vinicius Moreira,acb36c908d415c4a,Eryk Anders,KO/TKO,1,1:18,3 Rnd (5-5-5),Light Heavyweight Bout,"June 29, 2019","Minneapolis, Minnesota, USA"
8fcdfee81cc604e3,Jon Jones,07f72a2a7591b409,Thiago Santos,dea070ed4a2a8281,Jon Jones,Decision - Split,5,5:00,5 Rnd (5-5-5-5-5),UFC Light Heavyweight Title Bout,"July 06, 2019","Las Vegas, Nevada, USA"
8f5d5dd10a167cc0,Ricardo Ramos,1ae8f3c723aacff4,Journey Newson,78f485f851891d68,Ricardo Ramos,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Bantamweight Bout,"June 29, 2019","Minneapolis, Minnesota, USA"
966bf043577f8b6a,Drew Dober,519e4fe37ce9ff75,Polo Reyes,edd02825c29028fe,Drew Dober,KO/TKO,1,1:07,3 Rnd (5-5-5),Lightweight Bout,"June 29, 2019","Minneapolis, Minnesota, USA"
c770192a9f3261cd,Alonzo Menifield,a495f599e787614f,Paul Craig,eabf206b162b3b83,Alonzo Menifield,KO/TKO,1,3:19,3 Rnd (5-5-5),Light Heavyweight Bout,"June 29, 2019","Minneapolis, Minnesota, USA"
2b01da1699f0305f,Roosevelt Roberts,37c5366d18ed6c05,Vinc Pichel,c77a953488e5607d,Vinc Pichel,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lightweight Bout,"June 29, 2019","Minneapolis, Minnesota, USA"
2418af6da44fd361,Jussier Formiga,b102c26727306ab6,Joseph Benavidez,80eacd4da0617c57,Joseph Benavidez,KO/TKO,2,4:47,3 Rnd (5-5-5),Flyweight Bout,"June 29, 2019","Minneapolis, Minnesota, USA"
e4559c3cce6edec1,Allen Crowder,a9d6e047ce48ab63,Jairzinho Rozenstruik,2cd428e9606856fd,Jairzinho Rozenstruik,KO/TKO,1,0:09,3 Rnd (5-5-5),Heavyweight Bout,"June 22, 2019","Greenville, South Carolina, USA"
4e71dbef18157288,Francis Ngannou,8d03ce87ca14e778,Junior Dos Santos,63def5a5662a6917,Francis Ngannou,KO/TKO,1,1:11,5 Rnd (5-5-5-5-5),Heavyweight Bout,"June 29, 2019","Minneapolis, Minnesota, USA"
5fcf65d4de66c970,Demian Maia,427b5953ac8e3a27,Anthony Rocco Martin,5331b25a60417ffb,Demian Maia,Decision - Majority,3,5:00,3 Rnd (5-5-5),Welterweight Bout,"June 29, 2019","Minneapolis, Minnesota, USA"
ab4862ea4cbd0750,Matt Wiman,eb29176b03dfa888,Luis Pena,2844b047183a1adb,Luis Pena,KO/TKO,3,1:14,3 Rnd (5-5-5),Lightweight Bout,"June 22, 2019","Greenville, South Carolina, USA"
fa98e2b8dceca9bb,Ariane Lipski,6551c64fbcd1a467,Molly McCann,51018a31ddf31eb2,Molly McCann,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,"June 22, 2019","Greenville, South Carolina, USA"
6e9cf53cd87e1b7e,Ashley Yoder,b4c6c904a9ffc5e8,Syuri Kondo,a851c35f58199231,Ashley Yoder,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,"June 22, 2019","Greenville, South Carolina, USA"
13129c1f044fdd47,Andrea Lee,05fa626cb33d15b8,Montana De La Rosa,80d8aed0ca9b00f3,Andrea Lee,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,"June 22, 2019","Greenville, South Carolina, USA"
f047e3605f8852d8,Dan Ige,82a5152216251682,Kevin Aguilar,cf946e03ba2e7666,Dan Ige,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Featherweight Bout,"June 22, 2019","Greenville, South Carolina, USA"
b1da312483a974b3,Kevin Holland,3a46b268013afede,Alessio Di Chirico,77d7295d1b22c694,Kevin Holland,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Middleweight Bout,"June 22, 2019","Greenville, South Carolina, USA"
4096b302747d47b3,Bryan Barberena,a331233f597090a5,Randy Brown,c6aee362c7a7d482,Randy Brown,KO/TKO,3,2:54,3 Rnd (5-5-5),Welterweight Bout,"June 22, 2019","Greenville, South Carolina, USA"
aec1339028f3416c,Renato Moicano,b6452706b373eea1,Chan Sung Jung,c451d67c09c55418,Chan Sung Jung,KO/TKO,1,0:58,5 Rnd (5-5-5-5-5),Featherweight Bout,"June 22, 2019","Greenville, South Carolina, USA"
8f1b727757a60c07,Andre Ewell,5f6f049d54728e88,Anderson Dos Santos,bbc9ab95fa766493,Andre Ewell,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Bantamweight Bout,"June 22, 2019","Greenville, South Carolina, USA"
aa430402314b4459,Eddie Wineland,fc9a9559a05f2704,Grigorii Popov,d3fa5c5955397532,Eddie Wineland,KO/TKO,2,4:47,3 Rnd (5-5-5),Bantamweight Bout,"June 08, 2019","Chicago, Illinois, USA"
97c76d44699f7c93,Xiaonan Yan,c41d426cc7326d1b,Angela Hill,f0feeb2192937424,Xiaonan Yan,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,"June 08, 2019","Chicago, Illinois, USA"
bf2a9732af50c84c,Ricardo Lamas,3974fa35c917af1d,Calvin Kattar,751de04455cfaac0,Calvin Kattar,KO/TKO,1,4:06,3 Rnd (5-5-5),Featherweight Bout,"June 08, 2019","Chicago, Illinois, USA"
a255ed658a2ac9bb,Bevon Lewis,899923ff6ab13917,Darren Stewart,a17ad5a5048e8c3f,Darren Stewart,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Middleweight Bout,"June 08, 2019","Chicago, Illinois, USA"
a4446299c1f85d74,Karolina Kowalkiewicz,d7c3816669784109,Alexa Grasso,e8b731feff72294b,Alexa Grasso,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,"June 08, 2019","Chicago, Illinois, USA"
cd2ceb5530529c9f,Tai Tuivasa,c62fbc117d57b943,Blagoy Ivanov,1788eee370f077b7,Blagoy Ivanov,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Heavyweight Bout,"June 08, 2019","Chicago, Illinois, USA"
17753b728e5404aa,Aljamain Sterling,cb696ebfb6598724,Pedro Munhoz,6bd02119599741a4,Aljamain Sterling,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Bantamweight Bout,"June 08, 2019","Chicago, Illinois, USA"
fe0c844a671dd6d8,Jimmie Rivera,9c907996820d2d69,Petr Yan,d661ce4da776fc20,Petr Yan,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Bantamweight Bout,"June 08, 2019","Chicago, Illinois, USA"
56403d0fd259c5d9,Tatiana Suarez,b08012bbe542592a,Nina Ansaroff,d343df8ba11f4c4e,Tatiana Suarez,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,"June 08, 2019","Chicago, Illinois, USA"
a072481f307dc8aa,Darko Stosic,025f0b1b58fbad01,Devin Clark,cc7040fe76f0ef91,Devin Clark,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Light Heavyweight Bout,"June 01, 2019","Stockholm, Sweden"
cf4199c8517bc1fd,Henry Cejudo,056c493bbd76a918,Marlon Moraes,fea79f9bc8c68769,Henry Cejudo,KO/TKO,3,4:51,5 Rnd (5-5-5-5-5),UFC Bantamweight Title Bout,"June 08, 2019","Chicago, Illinois, USA"
b58972ad7dcf65e6,Bea Malecki,b60c980f79b87ce8,Duda Santana,d6ead04919a894b1,Bea Malecki,Submission,2,1:59,3 Rnd (5-5-5),Women's Bantamweight Bout,"June 01, 2019","Stockholm, Sweden"
323dc938d93a849b,Tony Ferguson,22a92d7f62195791,Donald Cerrone,1d00756835ca67c9,Tony Ferguson,TKO - Doctor's Stoppage,2,5:00,3 Rnd (5-5-5),Lightweight Bout,"June 08, 2019","Chicago, Illinois, USA"
4127b45c3d546eef,Valentina Shevchenko,132deb59abae64b1,Jessica Eye,f72465a784c1b084,Valentina Shevchenko,KO/TKO,2,0:26,5 Rnd (5-5-5-5-5),UFC Women's Flyweight Title Bout,"June 08, 2019","Chicago, Illinois, USA"
fedb6a1b15b05694,Nick Hein,2816ced060a21be3,Frank Camacho,764342d39cdaa54a,Frank Camacho,KO/TKO,2,4:56,3 Rnd (5-5-5),Lightweight Bout,"June 01, 2019","Stockholm, Sweden"
f993be991eea6016,Tonya Evinger,b12a1d19ee383b7c,Lina Lansberg,2eeaefbfc7f9fcff,Lina Lansberg,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,"June 01, 2019","Stockholm, Sweden"
e1bd72aba46f46a1,Stevie Ray,31a13532e724ca2b,Leonardo Santos,9c65736747ca92ec,Leonardo Santos,KO/TKO,1,2:17,3 Rnd (5-5-5),Lightweight Bout,"June 01, 2019","Stockholm, Sweden"
c53cb796b4a4cdb8,Daniel Teymur,fbf0537e420e698e,Sung Bin Jo,6e0e977beb909837,Daniel Teymur,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Featherweight Bout,"June 01, 2019","Stockholm, Sweden"
93330422e1f2e0be,Rostem Akman,1fc64507a0cb38cf,Sergey Khandozhko,90da09db03e41748,Sergey Khandozhko,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Welterweight Bout,"June 01, 2019","Stockholm, Sweden"
a5acaa5f693529dd,Damir Hadzovic,38c626ca912c7bac,Christos Giagos,de45aaae23dfa392,Christos Giagos,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lightweight Bout,"June 01, 2019","Stockholm, Sweden"
2ca4a039c07acd38,Makwan Amirkhani,87a1dc546b1c5caf,Chris Fishgold,bebb4ae55ac2bf6f,Makwan Amirkhani,Submission,2,4:25,3 Rnd (5-5-5),Featherweight Bout,"June 01, 2019","Stockholm, Sweden"
138c8807fef52564,Jimi Manuwa,1e1dbd1cc5a7469e,Aleksandar Rakic,333b9e5c723ac873,Aleksandar Rakic,KO/TKO,1,0:47,3 Rnd (5-5-5),Light Heavyweight Bout,"June 01, 2019","Stockholm, Sweden"
35f80e003d16a439,Zak Cummings,4ba8d454f762005d,Trevin Giles,b27a1fcb56a3035a,Zak Cummings,Submission,3,4:01,3 Rnd (5-5-5),Middleweight Bout,"May 18, 2019","Rochester, New York, USA"
f27e8d63f526d326,Patrick Cummins,e51e5cb722bd47a8,Ed Herman,06f36cf4bd97ec77,Ed Herman,KO/TKO,1,3:39,3 Rnd (5-5-5),Light Heavyweight Bout,"May 18, 2019","Rochester, New York, USA"
4f9939af9a1d40a3,Alexander Gustafsson,3c6976f8182d9527,Anthony Smith,d4c9dcd330403612,Anthony Smith,Submission,4,2:38,5 Rnd (5-5-5-5-5),Light Heavyweight Bout,"June 01, 2019","Stockholm, Sweden"
031647c36d12788f,Desmond Green,f046d724d2a84ac5,Charles Jourdain,f1d64ae34e088832,Desmond Green,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lightweight Bout,"May 18, 2019","Rochester, New York, USA"
1f5178fe56c5423f,Aspen Ladd,d4691518d012b9e7,Sijara Eubanks,4234f0097c83fa62,Aspen Ladd,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,"May 18, 2019","Rochester, New York, USA"
04c9ebe419195f8b,Danny Roberts,a6cba6bb66c1a8c9,Michel Pereira,595db60957de51d3,Michel Pereira,KO/TKO,1,1:47,3 Rnd (5-5-5),Welterweight Bout,"May 18, 2019","Rochester, New York, USA"
476a6245b43f3119,Michael Trizano,5bf31a46becc1204,Grant Dawson,99bd51917728c25d,Grant Dawson,Submission,2,2:27,3 Rnd (5-5-5),Featherweight Bout,"May 18, 2019","Rochester, New York, USA"
4fe799b4fa1afb76,Megan Anderson,a0e75f4a13eb73f1,Felicia Spencer,39d91e95949de3d9,Felicia Spencer,Submission,1,3:24,3 Rnd (5-5-5),Women's Featherweight Bout,"May 18, 2019","Rochester, New York, USA"
65c1ca715dfdbe05,Davi Ramos,0052de90691d4a93,Austin Hubbard,d2cd7a69cc55e7ed,Davi Ramos,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lightweight Bout,"May 18, 2019","Rochester, New York, USA"
083a6edd8bb21bc8,Vicente Luque,6d4b63c767106d3a,Derrick Krantz,714e1e0681ddb703,Vicente Luque,KO/TKO,1,3:52,3 Rnd (5-5-5),Welterweight Bout,"May 18, 2019","Rochester, New York, USA"
5782666ca117fa5b,Charles Oliveira,07225ba28ae309b6,Nik Lentz,6fb1ba67bef41b37,Charles Oliveira,KO/TKO,2,2:11,3 Rnd (5-5-5),Lightweight Bout,"May 18, 2019","Rochester, New York, USA"
9fb9af6599d67b1d,Antonio Carlos Junior,52e76bb4b3e852f3,Ian Heinisch,2e585c701f72fe55,Ian Heinisch,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Middleweight Bout,"May 18, 2019","Rochester, New York, USA"
d401522de73b7bee,Rafael Dos Anjos,6a2f7c151031653d,Kevin Lee,ee9ebceabfd16fa7,Rafael Dos Anjos,Submission,4,3:47,5 Rnd (5-5-5-5-5),Welterweight Bout,"May 18, 2019","Rochester, New York, USA"
4ea4d0a73a90bfb0,Loma Lookboonmee,4e30e4250cb08b61,Alexandra Albu,e76d9f656ceb82ab,Loma Lookboonmee,Decision - Split,3,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,"October 26, 2019","Kallang, Singapore"
cc477d322638ba30,Maurice Greene,068f8a189a47fea6,Sergei Pavlovich,f14cf73e51b29254,Sergei Pavlovich,KO/TKO,1,2:11,3 Rnd (5-5-5),Heavyweight Bout,"October 26, 2019","Kallang, Singapore"
a4527094aa107b55,Enrique Barzola,be0b310a12eb80b4,Movsar Evloev,76e2870ffafbe38f,Movsar Evloev,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Featherweight Bout,"October 26, 2019","Kallang, Singapore"
1c91deb42b991d18,Alex White,c17041f1bb5768d8,Rafael Fiziev,c814b4c899793af6,Rafael Fiziev,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lightweight Bout,"October 26, 2019","Kallang, Singapore"
1f9a6f2120835615,Randa Markos,4a57ebb14315b251,Ashley Yoder,b4c6c904a9ffc5e8,Randa Markos,Decision - Split,3,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,"October 26, 2019","Kallang, Singapore"
